Tweet,Actual label,Predicted label
"@paristraveller Well, those are some big shoes to fill!  Hope I don't disappoint.",1,1
@LScribner Really liking the new avatar!,1,1
@Shaded thanks for the recommendation. will try tht out!,1,1
@sabete So is it worth waking up for or should I sleep in?,1,1
bah they didnt have any 4890's in stock,0,0
@aCageyBee Awsome  I thought of you when Lori told us yesterday that she teaches class on sundays ;),1,1
so...iÃ¯Â¿Â½ll twitter later.....after my interview,1,0
"@teeandtee haha I'll definitely tell if it's good or not ) Actually, most of the movies that has Ben Affleck in it are gooooood",1,0
Good thing I have gas and music! Because I'm gonna get lost,1,0
I am being a daredevil and washing my dry clean only futon cover!  The new one is actually toooo big.,0,0
"get down tonight: http://bit.ly/QxXhi  the bridesmaids, moms, bride &amp; I rockin' the reception",1,1
@_Alectrona_ okay i'll let you off  xoxox,1,1
@webaddict Man that is a weird snizzer trigger... haha I mean sneeze trigger..oops..,1,0
Enjoying the weather over here! So beautiful!,1,1
@Alyssa_Milano The Mariner's game is on Fox up here...,0,1
@1ChicMommy US Airways again?? Oh no...,0,0
@smacula- I wub you  Bear hugs please.,1,1
I was at school the other day and realized how much i miss it,0,0
didn't get much sleep... i'm so early for work,0,0
"Ahhhh, in the front garden with the sun and a sandwich to eat... bliss!",1,1
@NIABCHICAGO Mornin' kids could watch Tom and Jerry! Family Guy and The Simpsons are for grown folks. Poor babies need more choices,1,1
"@NakedNoise : yep, I'm studying... this exam causes me stress   4 days... then 2 weeks ....",0,0
... K ... that 4 hours of sleep I got is starting to kick in.   God please help me stay woke!,0,0
Im at the ihop getting my breakfast in the evening on,1,1
@hcurrier just in general this week,1,1
"@bbgeeks Nice format. Better than app world. However - compared to itouch/iphone apps - seriously over, over priced apps. Disappointing.",0,0
"@x_Twilight_o I feel ya! If Oregano is there, it will totally ruin my night  What have the trolls been saying?",0,0
@steph6655 yea she inner right is she ? .. that's what puts me off her .. might be nerves but dont do it on the night of the final ..,0,0
i am crying you all a river...,0,0
Working on another blog post,1,1
waiting for steven to get done with work...so the weekend can officially begin!!,1,1
@HillaO were watching idol together now,1,1
@MAKAEL86 'obsessed'' was dead good. I loved it. I was well happy when 'Smash Into You' came on I was singing along in the theatre lol,1,1
@G2Trading ty,1,1
I gotta stop stayin out til 4am when I gotta work in the morning... I feel like shit,0,0
@parkerdigital wow... i miss the philly ballpark a little. but i really miss center city philly fun,0,1
@mcleodg Yeah. Well apparently the area we are in should be a desert but because we have irrigation and all that jazz we have greenery,1,1
It's so sad being alone at home all day    But on the bright side the Agency will be reunited once again tonight to see the Hangover!,0,1
@MissKellyO Yeah! Even though &quot;someone&quot; else may have to do it for her the tweets will still be &quot;from her&quot; and sometimes they really can!,1,1
@soofehflys a life on the web and twitter ;) you made that too easy xD hahaha how have you been?,1,1
Ahh I am late to bed  Up early again hopefully. Night,0,0
KrispyKremeDoughnuts  (p.s. Don't tell jess ... she has a deep hate for donuts),1,1
Trying to find a good place for my English Mastiff to retire too..,0,0
"yaaaay, 199 day's till NEWMOON COME'S OUT ;D [12:06am]&lt;-Canada. ;D ANYWAYSS.. GOODNIGHT TWEETS.",1,1
"I love the Cadbury ads, The one with the eyebrows and the funny gorilla! lol..... I still laugh!",1,0
@portman65 yes,1,1
@charlotteash1 poor Gorrrrrrdon,0,0
so I have to pass on the BBQ today,0,0
"it was made in a round cake tin, it came out retarded  and it sank on me. Im not the best cook.",0,0
"It's so depressing hearing about the passing of David's brother, Adam Cook.  May Adam rest in peace&amp;prayers for the Cook family.",0,1
extreme makeover makes me cry  I can never complain bout ne thing EVER,0,0
@crazyforDAY26 yesss me too ! i used to love that albumm,0,1
On my way out for a bit,1,1
got a headache from analyzing PandaStream.,0,0
"Mmmmm. Crunchy Nut Cornflakes and Christian Bale for breakfast. Could the day get any better? No it can't, cos I have to go to work",0,0
@iABeezy im good! I'm soo tired why the hell am I still up! UGH gotta close my eyes now,1,0
Mam.. HURRY UP WITH THE DINNER!!!! Im Soooo Hungry,0,1
@a_simple_girl YOUR SON IS THE BEST KID EVER!!!  I knew there was a reason he's Emperor of the clubhouse!  GENIUS!,1,1
mean people suck,0,0
@mattetti Our sincere condolences,0,1
Emergency sanity-relief plan FAILED: Berryline isn't open past 11pm until later in the week.,0,0
"choreographing a dance routine for my neices Talent Show...Free of Charge!! LOL, aren't I a nice Auntie!!",1,1
@Ducketz He's so sexy and big and MVP don't thnk He's gona cry  xo,1,1
"@DavidArchie It'd be sooo cool if you and Daniel (yes, your bro haha) wrote together.",1,1
my head has turned into a big booger factory,0,0
@Kat_Black good luck!! then you'll be freeeeeee!,1,1
@damagedpeople oh okey  have you already asked your parents because of the flesh tunnels?,1,0
"@quinncy as it's 100% whole grain, 0mg cholesterol, 0 mg trans fat, and only 100 calories per bag! Perfect snack size. See, not so bad!",1,1
@Leanne0710 right man  move am hungry hehe!,0,1
Is anyone else having a bad Friday? Is not a fun day today.,0,0
Life is taking a turn for the better.  For the first time in years I'm in control and feeling great,1,1
@JOSE_FRESH no  still in bed. Listening to the rain and sneezing.,0,0
"@Langit_Anghel No, I didn't,  What happened?",0,0
@erikaANGEL ugh  i have the money!!!!!!!! id buy it for us but my mom wont let me use her credit card to get them!!!!,0,0
I wanna go for a walk... With a certain individual... Shame he's almost 40 miles away.  Lame.,0,0
@aleskywalker your welcome  #BSB,1,1
"@nathaliep thanks for the #FF earlier, very kind",1,1
OMFG! I'm sick  I really wanna go out today with my girls!,0,0
And they bat!,1,1
@kristenstewart9 one way to end the madness is to say you have twitted + your username in an interview,1,1
@alexpardee are you gonna be in Louisiana sometime soon for a book signing or whatever? if so then i would love to go,1,1
@jrkgirlnla good knight,1,1
graduates college on saturday,1,1
up late last night  .... Oracle from 8 to 4:30,1,0
@Laipai go to eat baby!i'm making a chocolate cake for 2day,1,1
@pdenligner Thanks for the invite!,1,1
@afaliah yayyyyyyy  hope your doing yo thang at the studio. we need some gallons of hand sanitizer wen we go back on wed.,1,1
"@jaithemon     inbetn, a very  good evening  !",1,1
"i really have an urge to go out and do something, but it's almost midnight.",0,0
@Quiggmate OMG EOGHAN THANKS SOO MUCH cant believe i got through to the semi's u dont no how happy i a  ...THANX,1,0
I fell down and busted my butt,0,0
can any ACTUAL people follow me?? lol seriously I'm cool! :p except for my friends i think i only get spammers,0,0
@jonaskevin yeaaaah Elvis should have a twitter ! ( and Joe too ahhaha ) ! awww I want a pet,0,1
@yaquaholic Fluff.  Bloody typical..  I was relying in that this month,0,0
@LindsayBies hahha  be nice!,0,1
@mjjaaska is that a cupcake?,1,1
"@analoglady Good Morning. Do you know what today is? It's your Anniversary lol j/k congrats. 5 years, that's great",1,1
UH OH - Sacking,0,0
@tranquilized09 i didnÃ¯Â¿Â½t even get an answer if he will be in germany........  hahaha.,0,1
sad i didn't know about golden axe playing last night...,0,0
the sun is shining and it's time for... ICE CREAM!,1,1
"&quot;Today I had a thought, what if i had never met you?&quot; Carrie Bradshaw",0,0
@Mr_PaulEvans shitty  still hurts like a bitch,0,0
Aaaand finally my laptop's FULLY CHARGED !!!! YAY,1,1
"@stockyscouts Im mobile just now, this backwards connection will not run youtube",0,1
@hyukkie ...have you seen teukies closet?? Its horrible!@ it almost at us,0,0
ahh! my poor kitty was somehow outside gettin chased by a mean cat! just got back from looking for her! she was so scared!,0,0
@MissSydneyJ girl i am new to the bay i have no clue even how to leave this area haha an im in class till 10,0,0
Just made myself an amazing breakfast burrito! I love eating breakfast for dinner. MMM,1,1
Spent this cool Sat. morning cheering for my daughter's all-star softball team. Ouch! We lost 3 games in a row!!,0,0
Wake up @Devon_Leigh let's go get my shoes,1,1
sitting at home 1/2 asleep watching tin tin and resting up  #fb,0,0
i need more friends.,0,0
I knew I smelled electricity in the air; the sky just broke open with rain and thunder. Ah yeah.,1,0
Lady Gaga concert was the best concert in the universe! Holy shiiiit,1,1
"To let everyone know. Everything is going great. If it wasn't I would be calling you all  So no worries. Super excited, great tme.",1,1
@NixiePixel http://twitpic.com/7j4si - Haha now im glad I got on twitter and followed you!  I commented your youtube for a while befo ...,1,1
UCI orientation sign up server went down on scheduled run time.  Got back from cerritos about an two hours ago.,0,0
Excited for New York in less then 2 weeks :] I miss that place!,1,1
"@mchangolin no, not right now",0,0
@catbook god bless those of you who have put to rest your best friends - my heart goes out to you along with a big box of tissues.,0,1
@ScottKilmartin Mum says &quot;thanks bloke&quot;,1,1
Snoopy just past by in the Harley I can't believe its gone   What a great example to lead the troops.,0,1
Nobody misses you!!!!!.....SUN! Why is it stuffy  http://twitpic.com/7lgy0,0,1
@andycroll can you repeat what was bad about singapore pools website please?,1,1
"@SEXYINDIA Well they aint whoop em... well yea, they whoopt em   $$D33ZY$$",1,1
"Bolt Buzz Blog: &quot;A Week of Firsts,&quot; by new team member, Ashley  http://is.gd/Plop",1,1
@jimparedes amen to this sir  thanks for reminding me to appreciate life,1,1
"@lemon_jelly Delia is great, that is the way I do pav",1,1
@zazzle not following my zazzle tweets?,0,0
"@bbunderground I'm using UberTwitter, and really like it. Got prompted to update to new &quot;ad supported&quot; version today.",0,1
says good evening!  http://plurk.com/p/vgh30,1,1
I don't think I responded to e-mail at all this week.  Don't have time today either!,0,0
@DesiznTech thanks dude! I try my best,1,1
"@shawnaatteberry I was in Chicago for the first time last summer, at a conference. Well, it was the first time I left the airport",1,0
"Ladies nite is over.   Im having a lite snack and 1/2 a glass of wine, then lights out. Sweet dreams to all... xoxo",0,1
@lindsaylou13 Good morning!  Usual comic work for me when I'm not helping my 2 year old build a tent in the living room. XD,1,1
Men Vs Wild is funny as hell,1,0
Bri is not cool  nor is margo,1,1
Dentist appt today. For me this is about as enjoyable as typing embalming appt today,0,0
@Harkaway,1,1
@edwelker make sure you practice your hooping today!,1,1
OMG! Just busted 14y/o on playground behind school makin out w girl on top of him! I said &quot;hey dylan&quot; Talk about a buzzkill! She's dyin!,1,1
"thinks twitter is pretty pointless, but loves updating his status via text message, and loves the fact that twitter is liked to facebook",1,1
Penises everywhere,0,1
when you're waiting for a phone call or a sms it never arrives...,0,0
Sad that there won't be a interview and Kansas State Bank because of conflicts with school,0,0
slept in my new apartment,1,0
"@drew8890 I guess, but probably not to the masquerade  this sucks so much. im all dressed and have now where to go now. fuckmylife.",0,0
@mileycyrus im dissapointed in you...,0,0
"Ugh, I need a new computer for gaming. Somebody should figure out how I can get a free one.",0,0
@DavidArchie MCFLY?!!  Aren't they the best band ever? I wish I were there to watch the concert. Singapore isn't a place they'd tour.,0,0
"@neslekkim visiting family&amp;friends in Sandefjord weekend after #ndc09, so leaving my car there and taking the train to Oslo tomorrow",1,0
"Having a great weekend so far, missing Brian though!!  Spending the rest of the weekend with my Mom for her birthday!!",1,1
Heat exhaustion  ugh.,0,0
"@DebbieFletcher you can show this picture to the tom? http://twitpic.com/7azqs please, i want much that he read what i wrote  XX",0,1
Too much things and worries are keeping me awake. Can't deal with all of that at the same time.,0,0
Started raining.,1,0
"is gone fishing with Adam, Steven, JB, Dustin, Amanda, Tay, &amp; Marlee! Then spendin some time with my boyfriend...gosh, I like saying that",1,1
@Broooooke_ you go to bed too late  hah you'll be tired tmrw!,0,0
seriously. i wish i could hate you. but i dont think i ever will. even when u do this to me i still want you around,0,0
thank you cards,0,1
@Maialan Yeah that's the goal,1,1
"Back into Rag Doll Kung Fu, my husband and wife are stuck in Cali..I hope they get the next flight. I miss them!",0,0
"up, but i'm not feeling good at all",0,0
"'s leg are so TIREDDDD. had a good day with loser cousin, partner in crime, and specks.",1,0
Howdy people,1,1
@nogara119  noes you cant get banned,0,0
@reland1 Double muah! Going to have to run tho - think I'm about to lose power and I hate sitting in the dark by myself.,0,0
"Time for chores.  Remember .. re-use, recycle, and save trees - buy wombat paper   http://tinyurl.com/d8qwdh",1,1
i have officially lost all feeling in my legs! playing the sims 3 for seven hours isn't good...,0,0
@lakers_news What happened to  Ariza's Exit Interview?  Page cannot be displayed,0,0
goin thailand sooooooon,1,1
"The leg of my murano glass horse broke!  I'm trying to super-glue it back on, but it's not working out.",0,0
Recovering from the dentist so sore.,0,0
Is officially the fittest I've ever been in my life!!! w000t!!!!! I can train at 185bpm for 40 mins,1,0
"Brain misfiring due to people dissing Astral Weeks, which I know is a tediously 'canonical' album, but remains my all-time fave",0,0
@powerk Re: &quot;Little Old Lady in GrandAm.&quot;  They say ignorance is bliss . . .,1,0
RIP Ed McMahon.....It's kinda sad when someone has been around your whole life dies.,0,0
hmm... now what to do today... i suppose i could revise for my science test :/ or i could just eat cookies and watch films,1,0
@luver4green you and @OMGmariel better tell me everything!!,1,1
Trying out a new WP-2-Twitter Plugin,1,1
"looks like rain, mabey a good day to do some keyword research",1,1
I want an iPhone just for the Twitter add!,1,1
"@iamSK yes there's clone, Paragon one in Phnom Penh.",1,1
"Damn! That video took forever to upload! Im off to bed. Will post a link tomorrow in the morning. Laytah, my Mofos",1,0
@Kennyzimlinghau and how did it taste?! ...Kinda like you won the gender lottery? haha,0,1
@cosmicgirlie  Who's D?,0,1
@LaMamaNaturale thank you!,1,1
@ caberet with Nicole. Never a day off. I kinda like it,1,1
got work tomorrow and will hence push my library time to another day. sigh,0,0
@truffuls not long now!,1,0
Trying desperately to find a particular 'fandom secret' about Gert Yorkes but failing miserably,0,0
really should be studying,0,0
@KingdomGuard welcome new cd out this week...maybe even tomorrow!,1,1
Heading home to start Homework,0,0
&quot;I am sam&quot; has got too be the sadest movie ever.  and I can't believe he didn't win anything for this roll.,0,0
@jordanknight sure no problem I'll tell him right now,1,1
@Cabbrock my twitter is messin up!!!!  It won't refresh and then kicks me out,0,0
I'm a very hot mess right now  Wish I was at home sleeping...,0,0
@OC909  im gonna eat some swedish meatballs,1,0
I am soOOOOOOoo happy r now!!!! I can't even breath...my heart is racing...I thank GOD 4 my 2 wonderful friends from the N.O. I luv u!!!,1,0
just seen an advert for Sims 3,0,1
"@HeidiChambers  What you put into it is what you pull out. I moving to Austin and quitting my job, so I know it works",1,0
@jonasbrothers http://twitpic.com/5nw9a - i wear 10   come to Australia and stay forever xoxx,1,1
my throat hurts and no one wants to take care of me,0,0
I don't like this feeling,0,0
going to see happy J for the last time,0,1
You dont even wanna know what im doin rightnow lawlz.  drink drank drunkgirlsnightsuccess+afewboys.,1,0
@badsneaker I am just learning how to use Twitter!  Missed all your messages - will figure it out soon!  Home tomorrow - hope to see you,1,1
"my body's aching to rest, my mind's so freakin alert, my brain can't absorb a damn thing. but i must endure............ sike. gnite",1,0
@lancearmstrong sounds good!,1,1
"is going to see Neil, Rhian &amp; Harry now  I'm walking in the rain!",1,0
"@FokusChicagoKid lol just regular excellent, I suppose. Just woke up feeling good, positive vibes so I'm going with em today",1,1
mother fuckerrr. i left my ipod in the car!,0,0
I had to have a tetanus shot this morning and my arm still hurts!,0,0
lucky we're in love in every way {8}  looooving the weather,1,1
"He was six foot four and full of muscles I said, &quot;Do you speak-a my language?&quot; He just smiled and gave me a vegemite sandwich",1,1
@ahecht25 oh i knoow,0,0
"@aplusk def my favorite actor everytime you're in a movie i gotta see it. you're handsome, its also the personality in your roles  ~Bree",1,1
.. the website is coming along for sure  Launching in a few weeks probably,1,1
@kateryanmusic  I like the video but can't u film a video in my country ?  we love u Kate!!!! Xxxx,1,1
"aaaaaand my game's been cancelled. weather-wise, i'm glad. but sadly b/c of camp, this means only one game left for me",0,0
"Hey Eric (@ekillianva)!!! So good to see you on here although you're following me, but haven't approved me yet!",0,1
"We need to leave soon, or we will certainly miss the train. We don't want to leave, but don't tell Gurpreet that.",1,0
i need a palm pre,0,0
Check out this great BubbleTweet from @drewski1k --&gt; http://bbltwt.com/v5yoj Hey~that's a cool bubble intro~ I may try that right away!,1,1
McP is single again.,0,0
ARGH!!!! just got bumped out of poker,0,0
@cory0902 I am SO sorry I never caught that you asked me a question!  not online nearly enough. We went to FL to see****parents 5/16-5/25.,0,1
"aaaaa, already missing them  can't believe i won't see them until next year (If they come..)",0,0
Maths is proving to be hard. I find refuge in my Wolverine slinky  http://tinyurl.com/dap2ne,1,0
@WebVixn Save Yourself! Get out of that fav 5 facebook nightmare!,1,1
Ahahah this week I'm gonna be looking out my window singing &quot;Somewhere Out There&quot; like Fifel the mouse.,0,0
@teeeeeef hahahaha!  Oh my God!!!  Can I come eat with you?  I'll cook some good old fashioned mac n' cheese with fancy dijon ketchups.,1,1
thinks that twitter is a kind of diary.. who's agree??,1,0
"I just can't wait to change my twitter background. wait, am I on twitter again? OMG! its close to 3am!! I should work on my report!",0,0
@MariaGalea Put it on youtube so I can see it I am going to tomorow and Im going to take vids and photos,1,1
@kath3000 urrghh Carmen Pregnant by someone un Dominican Tai Egyptian is depressing... She's something like exotic he's not quite,0,0
"loves making breakfast!  Clean the house / kick friends azzes at poker / then serenading for Karaoke!!!  Weekend at last, weekend at last",1,1
Is eating supper late tonight,0,0
"@LizzMartin E3 is Electronic Entertainment Expo, you sent some news about games, thought you we were following it too",1,1
@mrsandkt Sorry baby....   I need more sleep....I have to work...hahaha...such different stories eh?,0,0
*gasp* a blue Elephant that reminds me of Elmer? If only it weren't so expensive   http://twitpic.com/6tnzl,0,1
@meowalexismeow aaaaaaaaaw crap! that one of my favorite movies. i aint got a cable box wit hdmi on the back. its in hd only,0,0
quitting somke..,1,0
"2day kinda sucked, i went 2 bed @ 2am last night and i woke up @ 6am  school was shit i went to play with tim, aaron and kurtles this arvo",0,0
@Remy_Foster No.,0,0
"New gym rocks. www.bayareapowerclub.com I may be the weakest dude in the gym, but that means I will make the biggest gains",1,1
"@alchemistreader Wow! I wanted a Nadal-Federer championship.  Still, Federer allez!",0,1
"@cwtsh That's ok, I'll keep trying",1,1
@RochelleVeturis is eating prime rib and crabs legs for breakfast...I'm eating crepes and fruit,1,1
"@tjharrop have fun at the pub, I'm sat on my OWN  chillin tho, got coffee&amp;amaretto",0,1
@tifferwiffers 64 days since I smoked,0,0
@robertbrook thanks for the recommendation,1,1
Is bored at work and I don't get off until 10,0,0
good morning ! my tongues sore...  x,0,1
"@edblankenship TFS 2008. sitting on VM with 2GB RAM, trying to use 2.8GB...",0,1
I hope I can get some sleep tonight...nervous for tomorrow,0,0
I want to see Wolive again,0,0
Margherita pizza reheated from Dolce for lunch.,1,1
not a big fan of Kelly Clarkson's song Haunted as Bella's theme song  in NM,0,1
"@staceysterling i'm just sayin... he seemed upset. he can stop bein fat, i can't stop bein black  but fine. i shall stop!",0,0
@TomHessGuitar I teach private lessons only - every student gets my undivided attention,1,1
crazy ass nightmare.  being choked + bugs are not a good combo. my sleep schedule is so fucked.,0,0
I want to marry a prince!  Princess Marilyn.....naice.,1,1
"@xlaurenxx hey lauren, its burymestanding from ock!",1,1
bye now going to take a short nap heh,1,0
"@aussietechhead lol. I only get 8GB peak 8GB offpeak 1500K, $40 a month. I'd love 20GB anytime 8Mbps but it's $70 - Dad refuses to pay it",0,1
"Argh, tears! It's so sad",0,0
Hate it when husband falls asleep around 11! I've only seen him a whole 4 hours today.  Think I'll jump on the bed and tickle him awake.,0,0
@CinnamonCloud it's the first open spot!,0,1
"floating around in the pool on my raft, drinking rootbeer",1,0
grande avanÃÂ§o no trabalho weeeee. On my way to aveiro city now! see ya all. @claratje see you at the lab,1,1
@beyoncatweets Okayy!,1,1
@andrevr thanks for the penguin,1,1
@lilmissjanisha Slumdog was awesome. I enjoyed it. Not doing much tonight - have work early tomorrow morning so will head to bed soon,0,1
Just said good night  to the best fran,1,1
@souljaboytellem krazy song... i luv it  POW POW,1,1
"my internet is down cuz my modem is fried, could be a few days...sorry gg cant have our usual chats   unless u have msn,",0,0
I must confess that on some replies etc. I have failed to really obsorb the object or subject before I reply APOLOGIES,0,0
I hate to wash my hair  it smells so nice but looks terrible hah,0,0
One more test today... silly as it sounds - can't wait for the actual exams! Emotinally - I'm drained...,0,0
@Fearnecotton did it not to well I can't nails always wreak it even the if a  professional does it,1,0
just ran through the office - quads are not good - very springy...,0,0
twitter is wack yo. but im bound by boredom.,0,0
I haven't gotten started on prepping my essays for my massive exam next Saturday. 2 exams before that one too  Must get ass in gear...,0,0
Uncle Dicks funeral and and luncheon with the family... Its going to be a very long day,0,1
planing blogg 10!                                mad that a vid got muted,0,0
About to watch Drag Me To Hell with @baconfortress. Scurred,0,0
BTW EVERYONE - THIS IS A CIVICS PROJECT FOR HIGH SCHOOL,1,1
"@willcarling OMG, We love Pigs. No-one else has ever seemed to have heard of it - I am pigless cuz hubby has taken them to Benidorm",0,0
@boidster Indeed! Or perhaps reiterated that &quot;gay&quot; used to mean &quot;happy and full of joie de vivre&quot; - Nah this is rockstar...,1,1
@bubblything thank you so much dear! and sorrfor making myself so scare at the moment,0,1
Attempting to fix bed but is too scared to go near my spider infested curtains,0,0
@musicislife2010 http://twitpic.com/6iwn3 - You mean being awake and drinking a Rockstar. ;) Bahaha. Cute glasses!,1,1
@jessicastrust did the toothfairly leave a note? she needs to leave a little note and pop some glitter into the envelope!,1,0
oh.... and good morning btw  ....lol i got kayla today!.... i wanted to show her some stuff from my childhood... like dumbo! like....,1,1
@aboynamedart OMG! Now I really wish I was going this year,0,1
@michael_lobster Get on that. I wanna leave my job too  Although it's no where as bad as @Terraforever,0,0
"ugh, stomach thing has me staying in tonight; hope this isn't an every six months thing... starting to see a cycle",0,0
headed to St. Louis to rush RENT! Seeing RENT tomorrow @ 2pm- come see me outside the fox!,1,1
@salaboutme Thanks for the tweet!,1,1
HANNAH MONTANA- the movie vas awesome,1,1
iPhone OS on a touchscreen monitor. Video: http://yttwt.com/ctvbp  Cool,1,1
It raining again  I can't stand the rain... ? http://blip.fm/~6t1nn,0,0
Good morning &quot;Hot Momma!&quot;  Enjoy your day! @TamaraSchilling,1,1
@coolKid85  what it do!... it still kinda hurtss,0,0
loving the new mat kearney album...but it's making me sad,0,0
@UniqueGuitarist listening to music hehe,1,1
@DaniMarzillo you didn't send me to bed! I went on my own will,1,0
"I just ate pasta..it wasn't that good, but hey at least I'm full now",1,0
"@tifftiff621 just came home from a full moon BBQ. I was thinking how nice it would have been if you were there. hmm, one day. Good Night",1,1
"made it to day 2 with 12k, avg 24k. 107 ppl remaining, 45 money. Some german dude pulled a way sick bluff on me tho",0,0
@emuhleepee Why?,0,0
first day of school tom!,1,1
my guinea might die   im very sad,0,0
Beans give me really bad gas! That is what is making me feel sick!,0,0
@THEflyGIRL Oh heeeelllll nooooooo... Chris Rock alllll the way!! He's my fave comedian,0,1
Well they've canceled the opening ceremony! At least common sense has prevailed but thanks a lot stupid bloody weather!!,0,0
@mskattt it's all true (buttrich mix),1,1
"going to tell you that you are an excellent person, fun to be with and that no one brings what you bring",1,1
ah well I gotta go out for a while *sigh* today is fun,1,1
is hitting up the dentist,0,0
@suesshirtshop My youngest turns 10 this year so I am way past that stage. No more nappies until grandkids,1,1
Just eaten !! How bad  ohh well the party is guuud xoxo,0,1
@Pensm Night night exploding head motor home lovin and wrting peep!!!,1,1
Just passed my Classicality torch  its sooo surreal i cant believe ill never sing with my girls again.,0,0
"Is there anything more satisfying than on a hot days riding motorbikes, filling the tank up with cold fuel at the petrol station  ahhhh",1,1
"crap, 40% chance of rain all afternoon....I have to drive the car",0,0
"@MissKemi but Carey, then, might not be here-damn",0,0
@KurtisBlow1 thanks!  I think I will keep him!,1,1
@xxandip hahaha... Sea urchin!!! Rather motionless prospects!! LMAO!! I was thinking more along the lines of astronaut!!,1,0
"I need more followers! Tell people to follow me, ten direct message with proof, &amp; you'll get a free shirt mailed to your PO in July!",1,1
Sat alone whilst jay plays on his phone,0,1
@sarah_speaks but if you're confused- google maps is pretty good,1,1
just finished season one of Burn Notice.,1,1
math exam in 30 minutes !  soccer tonight after school against Gloucester,0,1
not wanting to study for my interpersonalt communication test,0,0
is partying it up in Manchester,1,0
My 2.2.1 jailbreak is gone  Oh well I pooched #cydia a few months ago and never got a chance to fiddle too much in redoing my jailbreak.,0,0
"@bettyandboo @Wordlily @bookladysblog Aww, thanks everyone! I feel terrible...I fell asleep and missed everything",0,0
"@catmagellan i'm not AGAINST #followfriday, i'm just FED UP with #followfriday. Please #stopfollowfriday",1,0
#musicmonday I've totally been obsessed with @anberlin/@stephenanberlin/@anchorbraille lately. Wish I coulda seen them in WA...,0,1
We at destiny we can get some get tickets !!,1,1
http://twitpic.com/5okds - @TimeTruthHearts here you gooooo,1,1
"@crystallyn85 Damn it. If I didn't have Clinicals, I would so go w/ u. GRAH! Any chance u wanna join me 4 the Let's Make A Mess Tour?",1,1
recovering from a long night on set of CSI new york. It was their season finale,0,1
Is it me or is twitter playing up  Come on twitter fix ur bugs.,0,0
@bambi080481 What's wrong?,0,0
@JeannieHolmes I hang out with the strangest people...makes me feel more normal,1,0
"@rogieking Voted, good luck",1,1
loathe mondays.,0,0
"@viveangel awww gorgeous puppy!! If you want less house training stress get it crate trained, best thing ever!",1,1
@Cari_tx sounds like a plan to mee!,1,1
@lilacpop thanks so much,1,1
@SilSally Try this page for info: http://support.apple.com/kb/TS1275 Mine works now with 3.0; just lost all the apps,0,1
Um...that would be Florida!,1,1
@maltpress They have that 'Stilton' look when they get blurred and mixed in with veins and capillaries ! Not a good result. Love Stilton!,1,0
"didn't go to class yesterday. I was sick. Left the bus near college, and took a cab home.",0,0
@nakauzu I really liked DAKARA and got hooked on it for a while. Was drinking about  4 bottles a day,1,1
"@MileyCyrusFC I think legal boys like Miley's, until most of the public that it is right girls is a bit boring",1,1
@xochar_mar Aw sorry hun.  Blast Shirley's music and you'll be fine.,0,1
cozy in my pajamas...church tomorrow in the morning,1,1
@MandyyJirouxx Do you know you're the luckiest girl in the world?  You're having lunch with the sweetest girl of the world!!!!!!!,1,1
my babies and i are being couch potatoes and we LOVE it,1,1
@LittleYellowJen ha ha I was,1,1
"@eunicejann yes,  well almost. I GOT A JOB!!!!!!",0,1
Stroller walk with The Babe...I feel kinds weak,0,0
@ramielemalubay ugh whoever keeps doing that seriously needs to stop and get an effing life don't delete it tho  cuz they'll just win!,0,0
Ugh im so tired. Need mcdonalds coffee! The next stop isnt for a while,0,0
is going to her grandma for lunch and visiting some other family on the way there,1,1
@PureCognition thank you for the followfriday!!!  checking out the recommendations now,1,1
"@ElinaMarta so what?  Cilv kam var but 2 vardi ? 2 uzvardi ir vel kautkas saprotams, bet divi vardi - k?pc?",1,0
"@christinachou Hey, great job w/ ITASA, it's thanks to the conference that I had the chance to meet Hochie and Serena, so thanks to you",1,1
visas...flights...accommodation.. &gt;&lt; thought my role playing coursework was over..  more to do.. Prepping at the mo,0,0
This migraine is kickin my ass. Definitely not gonna be able to do the work thing today. My head will stay attached to my pillow,0,0
@sakbaboy  exactly,1,1
@its_sb What happened to your pic,0,0
@lauradawg lol @ your mom  the talktalk guys are the same!,1,1
In a meeting for a prototype. Too many meetings again. Enough work is waiting,0,0
@vsteger @mariahkw are you two talking twilight again? did you see the new movie trailer yet?,1,1
@mini_mojo Today isn't looking much better in Houston. Sorry,0,0
@tommcfly http://twitpic.com/6g55n - this one  love it,1,1
Hentai fest and rave. Sweet,1,1
He call my pussy pound cake... Lmao.   http://myloc.me/2l5h,1,1
Nice to hear Ne-Yo  Ã¢â¢Â« http://blip.fm/~7onot,1,1
i don't know what I'm doing,0,0
"Broke my phone, how am i gonna survive the next few hours without it?",0,0
@CrisCris smh. i had to curl my shit. its too hot.,0,0
@FarmerPhoebe Wow---a gardening goddess---I think I'm going to use that as my official title from now on. Whaddya think?   #followfriday,1,1
@Spannny are you coming over tonight? If so bring your maths stuff so we can like work on it a bit,1,1
@joniiii alotttttttttt freakin better except i got cramps cause i started my period today,0,0
@FoxWhisperer thx!  same for you!,1,1
waiting for the day to end ..,1,0
@dayday_23 how did you burn it!?,0,0
I'M SOO BORED!!!! Can someone talk to me pleaseee,0,0
I would LOVE to win a car mine doesn't work.,0,0
